x,y,z,Rx,Ry,Rz
15,43,56,-69,0,0
15,42,56,-66,0,0
15,42,56,-63,0,0
16,41,56,-60,0,0
16,41,56,-57,0,0
16,40,56,-54,0,0
16,39,56,-51,0,0
16,39,56,-48,0,0
16,38,56,-45,0,0
16,38,56,-42,0,0
16,37,56,-39,0,0
16,36,56,-36,0,0
16,36,56,-33,0,0
16,35,56,-30,0,0
16,35,56,-27,0,0
16,34,56,-24,0,0
16,34,56,-21,0,0
16,33,56,-18,0,0
16,32,56,-15,0,0
16,32,56,-12,0,0
16,31,56,-9,0,0
16,31,56,-6,0,0
16,30,56,-3,0,0
16,30,56,0,0,0
17,29,56,3,0,0
17,28,56,6,0,0
17,28,56,9,0,0
17,27,56,12,0,0
17,27,56,15,0,0
17,26,56,18,0,0
17,25,56,21,0,0
17,25,56,24,0,0
17,24,56,27,0,0
17,24,56,30,0,0
17,23,56,33,0,0
17,22,56,36,0,0
17,22,56,39,0,0
17,21,56,42,0,0
17,21,56,45,0,0
17,20,56,48,0,0
17,20,56,51,0,0
17,19,56,54,0,0
17,18,56,57,0,0
18,18,56,60,0,0
18,17,56,63,0,0
18,17,56,66,0,0
18,16,56,69,0,0
18,15,56,72,0,0
18,15,56,75,0,0
18,14,56,78,0,0
18,14,56,81,0,0
18,13,56,84,0,0
18,13,56,87,0,0
18,12,56,90,0,0
18,12,55,90,0,0
18,12,54,90,0,3
18,12,53,90,0,3
18,12,52,90,0,6
18,12,51,90,0,6
18,12,50,90,0,9
18,12,49,90,0,9
18,12,48,90,0,12
18,12,47,90,0,12
18,12,46,90,0,15
18,12,45,90,0,15
18,12,44,90,0,18
18,12,43,90,0,18
18,12,42,90,0,21
18,12,41,90,0,21
18,12,40,90,0,24
18,12,39,90,0,24
18,12,38,90,0,27
18,12,37,90,0,30
18,13,37,90,0,30
18,14,37,90,0,30
18,15,37,90,0,30
18,16,37,90,0,30
18,17,37,90,0,30
18,18,37,90,0,30
19,18,36,90,0,30
19,18,37,90,0,30
19,18,38,90,0,30
19,18,39,90,0,30
19,18,38,90,0,30
19,19,37,90,0,30
19,19,38,90,0,30
19,19,39,90,0,30
20,18,40,90,0,30
20,18,41,90,0,30
20,18,40,90,0,30
20,18,39,90,0,30
20,19,38,90,0,30
20,19,37,90,0,30
20,19,36,90,0,30
21,19,36,90,0,30
21,19,37,90,0,30
21,19,38,90,0,30
21,19,39,90,0,30
21,19,40,90,0,30
21,19,41,90,0,30
21,19,40,90,0,30
21,19,39,90,0,30
21,20,38,90,0,30
21,20,37,90,0,30
21,20,36,90,0,30
21,20,35,90,0,30
21,20,36,90,0,30
21,20,37,90,0,30
21,20,38,90,0,30
21,20,39,90,0,30
21,20,40,90,0,30
22,19,41,90,0,30
22,18,42,90,0,30
22,19,42,90,0,30
22,20,41,90,0,30
22,21,41,90,0,30
22,20,40,90,0,30
22,19,39,90,0,30
22,20,38,90,0,30
22,20,37,90,0,30
22,20,36,90,0,30
22,21,35,90,0,30
22,21,36,90,0,30
22,21,37,90,0,30
22,21,38,90,0,30
23,20,39,90,0,30
23,20,40,90,0,30
23,20,41,90,0,30
23,20,42,90,0,30
23,20,41,90,0,30
23,20,40,90,0,30
23,20,39,90,0,30
23,21,38,90,0,30
23,21,37,90,0,30
23,21,36,90,0,30
23,21,35,90,0,30
23,21,36,90,0,30
23,22,37,90,0,30
23,22,38,90,0,30
23,22,39,90,0,30
23,22,40,90,0,30
23,22,39,90,0,30
23,22,38,90,0,30
23,23,37,90,0,30
23,23,36,90,0,30
23,23,37,90,0,30
23,23,38,90,0,30
23,23,39,90,0,30
23,23,40,90,0,30
23,23,41,90,0,30
24,22,42,90,0,30
24,21,43,90,0,30
24,21,42,90,0,30
24,22,41,90,0,30
24,22,40,90,0,30
24,22,39,90,0,30
24,23,38,90,0,30
24,23,37,90,0,30
24,23,36,90,0,30
24,22,35,90,0,30
24,22,36,90,0,30
24,22,37,90,0,30
24,22,38,90,0,30
25,21,39,90,0,30
25,21,40,90,0,30
25,21,41,90,0,30
25,21,42,90,0,30
25,21,43,90,0,30
25,21,42,90,0,30
25,22,41,90,0,30
25,22,40,90,0,30
25,22,39,90,0,30
25,22,40,90,0,30
25,22,41,90,0,30
25,22,40,90,0,30
25,22,39,90,0,30
25,22,38,90,0,30
25,23,37,90,0,30
25,23,36,90,0,30
25,23,35,90,0,30
25,23,36,90,0,30
25,23,37,90,0,30
25,23,38,90,0,30
25,23,39,90,0,30
25,23,40,90,0,30
25,22,41,90,0,30
26,22,42,90,0,30
26,21,43,90,0,30
26,22,42,90,0,30
26,23,41,90,0,30
26,23,40,90,0,30
26,24,39,90,0,30
26,24,38,90,0,30
26,24,37,90,0,30
26,24,36,90,0,30
26,23,35,90,0,30
26,23,36,90,0,30
26,22,37,90,0,30
26,22,38,90,0,30
26,22,39,90,0,30
27,22,40,90,0,30
27,22,41,90,0,30
27,21,42,90,0,30
27,21,43,90,0,30
27,22,42,90,0,30
27,22,41,90,0,30
27,23,40,90,0,30
27,23,41,90,0,30
27,23,40,90,0,30
27,23,39,90,0,30
27,24,38,90,0,30
27,24,37,90,0,30
27,24,36,90,0,30
27,24,35,90,0,30
27,24,36,90,0,30
27,24,37,90,0,30
27,24,38,90,0,30
27,24,39,90,0,30
27,24,40,90,0,30
28,24,41,90,0,30
28,23,42,90,0,30
28,23,43,90,0,30
28,23,42,90,0,30
28,23,41,90,0,30
28,23,40,90,0,30
28,24,39,90,0,30
28,24,38,90,0,30
28,24,37,90,0,30
28,24,36,90,0,30
28,24,35,90,0,30
28,24,36,90,0,30
28,24,37,90,0,30
29,23,38,90,0,30
29,23,39,90,0,30
29,23,40,90,0,30
29,23,41,90,0,30
29,23,42,90,0,30
29,23,43,90,0,30
29,23,42,90,0,30
29,23,41,90,0,30
29,24,40,90,0,30
29,24,39,90,0,30
29,24,38,90,0,30
29,24,37,90,0,30
29,24,38,90,0,30
29,24,39,90,0,30
29,24,40,90,0,30
29,24,41,90,0,30
29,24,42,90,0,30
30,24,43,90,0,30
30,24,44,90,0,30
30,24,43,90,0,30
30,24,42,90,0,30
30,24,41,90,0,30
30,24,40,90,0,30
30,25,39,90,0,30
30,25,38,90,0,30
30,24,37,90,0,30
30,24,38,90,0,30
30,24,39,90,0,30
30,24,40,90,0,30
31,24,41,90,0,30
31,24,42,90,0,30
31,24,43,90,0,30
31,24,42,90,0,30
31,24,41,90,0,30
31,24,40,90,0,30
31,25,39,90,0,30
31,25,38,90,0,30
31,25,37,90,0,30
31,25,38,90,0,30
31,25,39,90,0,30
31,25,40,90,0,30
31,25,41,90,0,30
31,25,42,90,0,30
31,25,41,90,0,30
31,26,40,90,0,30
31,26,39,90,0,30
31,26,38,90,0,30
31,26,39,90,0,30
31,26,40,90,0,30
32,26,41,90,0,30
32,26,42,90,0,30
32,26,41,90,0,30
32,26,40,90,0,30
32,27,39,90,0,30
32,27,38,90,0,30
32,27,37,90,0,30
32,27,38,90,0,30
33,27,39,90,0,30
33,27,40,90,0,30
33,27,41,90,0,30
33,27,40,90,0,30
33,28,39,90,0,30
33,28,38,90,0,30
33,28,39,90,0,30
33,28,38,90,0,30
33,29,37,90,0,30
33,28,38,90,0,30
34,28,39,90,0,30
34,27,40,90,0,30
34,28,39,90,0,30
34,29,38,90,0,30
34,30,37,90,0,30
34,29,37,90,0,30
34,28,37,90,0,30
34,27,37,90,0,30
34,26,37,90,0,30
34,25,37,90,0,30
34,24,37,90,0,30
34,23,37,90,0,30
34,22,37,90,0,30
34,21,37,90,0,30
34,20,37,90,0,30
34,19,37,90,0,30
34,18,37,90,0,30
34,17,37,90,0,30
34,16,37,90,0,30
34,15,37,90,0,30
34,14,37,90,0,30
34,13,37,90,0,30
34,12,37,90,0,30
